PRECINCT,COUNCILMANIC_DISTRICTS,LEGISLATIVE_DISTRICTS,AGE_GROUP,n
26010,001,46,NA,3
26011,002,46,16-17,3
26011,002,46,18-29,186
26011,002,46,30-49,493
26011,002,46,50-64,315
26011,002,46,65+,497
26012,013,46,16-17,4
26012,013,46,18-29,97
26012,013,46,30-49,211
26012,013,46,50-64,179
26012,013,46,65+,182
26012,013,46,NA,2
26013,013,45,16-17,10
26013,013,45,18-29,141
26013,013,45,30-49,304
26013,013,45,50-64,255
26013,013,45,65+,489
26013,013,45,NA,2
26014,002,45,16-17,11
26014,002,45,18-29,175
26014,002,45,30-49,315
26014,002,45,50-64,246
26014,002,45,65+,406
26015,002,45,16-17,12
26015,002,45,18-29,363
26015,002,45,30-49,661
26015,002,45,50-64,431
26015,002,45,65+,474
26015,002,45,NA,2
26016,002,45,16-17,9
26016,002,45,18-29,260
26016,002,45,30-49,527
26016,002,45,50-64,374
26016,002,45,65+,380
26017,013,45,16-17,5
26017,013,45,18-29,147
26017,013,45,30-49,256
26017,013,45,50-64,190
26017,013,45,65+,175
26017,013,45,NA,1
26018,013,45,16-17,8
26018,013,45,18-29,187
26018,013,45,30-49,423
26018,013,45,50-64,338
26018,013,45,65+,391
26018,013,45,NA,2
26019,013,45,16-17,16
26019,013,45,18-29,263
26019,013,45,30-49,550
26019,013,45,50-64,486
26019,013,45,65+,518
26019,013,45,NA,1
26020,013,45,16-17,2
26020,013,45,18-29,178
26020,013,45,30-49,326
26020,013,45,50-64,237
26020,013,45,65+,208
26020,013,45,NA,2
26021,013,45,16-17,7
26021,013,45,18-29,181
26021,013,45,30-49,423
26021,013,45,50-64,283
26021,013,45,65+,257
26021,013,45,NA,1
26022,002,45,16-17,3
26022,002,45,18-29,150
26022,002,45,30-49,340
26022,002,45,50-64,233
26022,002,45,65+,253
26022,002,45,NA,4
26023,002,45,16-17,6
26023,002,45,18-29,255
26023,002,45,30-49,520
26023,002,45,50-64,349
26023,002,45,65+,309
26023,002,45,NA,1
26024,002,45,16-17,13
26024,002,45,18-29,407
26024,002,45,30-49,863
26024,002,45,50-64,680
26024,002,45,65+,743
26024,002,45,NA,3
26025,002,45,16-17,5
26025,002,45,18-29,384
26025,002,45,30-49,722
26025,002,45,50-64,530
26025,002,45,65+,624
26025,002,45,NA,5
26026,002,45,16-17,13
26026,002,45,18-29,359
26026,002,45,30-49,741
26026,002,45,50-64,626
26026,002,45,65+,567
26026,002,45,NA,1
26027,002,45,16-17,10
26027,002,45,18-29,227
26027,002,45,30-49,537
26027,002,45,50-64,443
26027,002,45,65+,548
26027,002,45,NA,2
26028,002,45,16-17,7
26028,002,45,18-29,205
26028,002,45,30-49,487
26028,002,45,50-64,351
26028,002,45,65+,433
26029,002,45,16-17,29
26029,002,45,18-29,851
26029,002,45,30-49,1750
26029,002,45,50-64,1210
26029,002,45,65+,1373
26029,002,45,NA,5
26030,002,45,16-17,7
26030,002,45,18-29,162
26030,002,45,30-49,412
26030,002,45,50-64,318
26030,002,45,65+,347
26030,002,45,NA,1
26031,002,45,16-17,4
26031,002,45,18-29,157
26031,002,45,30-49,365
26031,002,45,50-64,258
26031,002,45,65+,295
26032,013,45,16-17,13
26032,013,45,18-29,360
26032,013,45,30-49,744
26032,013,45,50-64,554
26032,013,45,65+,555
26033,013,45,16-17,5
26033,013,45,18-29,263
26033,013,45,30-49,604
26033,013,45,50-64,510
26033,013,45,65+,567
26033,013,45,NA,1
27001,003,45,16-17,23
27001,003,45,18-29,389
27001,003,45,30-49,982
27001,003,45,50-64,761
27001,003,45,65+,737
27001,003,45,NA,1
27002,003,45,16-17,3
27002,003,45,18-29,86
27002,003,45,30-49,296
27002,003,45,50-64,198
27002,003,45,65+,260
27003,003,45,16-17,2
27003,003,45,18-29,103
27003,003,45,30-49,333
27003,003,45,50-64,234
27003,003,45,65+,279
27004,003,45,16-17,1
27004,003,45,18-29,84
27004,003,45,30-49,309
27004,003,45,50-64,171
27004,003,45,65+,199
27005,003,45,16-17,19
27005,003,45,18-29,430
27005,003,45,30-49,1136
27005,003,45,50-64,767
27005,003,45,65+,839
27005,003,45,NA,1
27006,002,45,16-17,27
27006,002,45,18-29,577
27006,002,45,30-49,1348
27006,002,45,50-64,1006
27006,002,45,65+,1037
27006,002,45,NA,2
27007,002,45,16-17,12
27007,002,45,18-29,233
27007,002,45,30-49,544
27007,002,45,50-64,370
27007,002,45,65+,523
27007,002,45,NA,2
27008,002,45,< 16,1
27008,002,45,16-17,19
27008,002,45,18-29,450
27008,002,45,30-49,1076
27008,002,45,50-64,821
27008,002,45,65+,888
27008,002,45,NA,3
27009,003,45,16-17,12
27009,003,45,18-29,247
27009,003,45,30-49,663
27009,003,45,50-64,503
27009,003,45,65+,587
27010,002,45,16-17,10
27010,002,45,18-29,117
27010,002,45,30-49,332
27010,002,45,50-64,242
27010,002,45,65+,314
27011,003,45,16-17,14
27011,003,45,18-29,434
27011,003,45,30-49,1091
27011,003,45,50-64,830
27011,003,45,65+,907
27011,003,45,NA,2
27012,003,45,16-17,4
27012,003,45,18-29,97
27012,003,45,30-49,306
27012,003,45,50-64,215
27012,003,45,65+,229
27012,003,45,NA,1
27013,003,45,16-17,16
27013,003,45,18-29,605
27013,003,45,30-49,1325
27013,003,45,50-64,885
27013,003,45,65+,916
27013,003,45,NA,2
27014,003,45,16-17,20
27014,003,45,18-29,424
27014,003,45,30-49,1217
27014,003,45,50-64,834
27014,003,45,65+,957
27014,003,45,NA,1
27015,003,45,16-17,13
27015,003,45,18-29,392
27015,003,45,30-49,881
27015,003,45,50-64,595
27015,003,45,65+,755
27016,003,45,16-17,4
27016,003,45,18-29,127
27016,003,45,30-49,361
27016,003,45,50-64,214
27016,003,45,65+,270
27016,003,45,NA,1
27017,003,43A,16-17,9
27017,003,43A,18-29,511
27017,003,43A,30-49,838
27017,003,43A,50-64,349
27017,003,43A,65+,561
27017,003,43A,NA,10
27018,003,45,16-17,17
27018,003,45,18-29,272
27018,003,45,30-49,803
27018,003,45,50-64,518
27018,003,45,65+,743
27018,003,45,NA,2
27019,004,45,16-17,5
27019,004,45,18-29,253
27019,004,45,30-49,516
27019,004,45,50-64,373
27019,004,45,65+,413
27020,004,43A,16-17,18
27020,004,43A,18-29,421
27020,004,43A,30-49,934
27020,004,43A,50-64,712
27020,004,43A,65+,1134
27020,004,43A,NA,3
27021,004,43A,16-17,14
27021,004,43A,18-29,381
27021,004,43A,30-49,860
27021,004,43A,50-64,562
27021,004,43A,65+,646
27021,004,43A,NA,1
27022,003,43A,< 16,1
27022,003,43A,16-17,21
27022,003,43A,18-29,374
27022,003,43A,30-49,883
27022,003,43A,50-64,728
27022,003,43A,65+,1646
27022,003,43A,NA,3
27023,003,43A,16-17,4
27023,003,43A,18-29,99
27023,003,43A,30-49,203
27023,003,43A,50-64,166
27023,003,43A,65+,271
27024,003,43A,16-17,2
27024,003,43A,18-29,183
27024,003,43A,30-49,304
27024,003,43A,50-64,154
27024,003,43A,65+,242
27024,003,43A,NA,2
27025,003,43A,16-17,13
27025,003,43A,18-29,219
27025,003,43A,30-49,548
27025,003,43A,50-64,362
27025,003,43A,65+,572
27026,003,43A,16-17,6
27026,003,43A,18-29,147
27026,003,43A,30-49,420
27026,003,43A,50-64,310
27026,003,43A,65+,352
27027,004,43A,16-17,11
27027,004,43A,18-29,318
27027,004,43A,30-49,648
27027,004,43A,50-64,540
27027,004,43A,65+,708
27028,004,43A,16-17,12
27028,004,43A,18-29,221
27028,004,43A,30-49,501
27028,004,43A,50-64,356
27028,004,43A,65+,588
27028,004,43A,NA,2
27029,004,43A,16-17,4
27029,004,43A,18-29,177
27029,004,43A,30-49,375
27029,004,43A,50-64,305
27029,004,43A,65+,334
27029,004,43A,NA,2
27030,004,43A,< 16,1
27030,004,43A,16-17,7
27030,004,43A,18-29,296
27030,004,43A,30-49,523
27030,004,43A,50-64,473
27030,004,43A,65+,588
27030,004,43A,NA,2
27031,004,43A,16-17,15
27031,004,43A,18-29,457
27031,004,43A,30-49,862
27031,004,43A,50-64,685
27031,004,43A,65+,806
27031,004,43A,NA,3
27032,004,43A,16-17,20
27032,004,43A,18-29,431
27032,004,43A,30-49,1064
27032,004,43A,50-64,776
27032,004,43A,65+,997
27033,004,43A,16-17,17
27033,004,43A,18-29,359
27033,004,43A,30-49,1072
27033,004,43A,50-64,684
27033,004,43A,65+,954
27033,004,43A,NA,2
27034,004,43A,16-17,12
27034,004,43A,18-29,353
27034,004,43A,30-49,845
27034,004,43A,50-64,613
27034,004,43A,65+,675
27034,004,43A,NA,1
27035,004,43A,< 16,1
27035,004,43A,16-17,28
27035,004,43A,18-29,525
27035,004,43A,30-49,1247
27035,004,43A,50-64,938
27035,004,43A,65+,1180
27035,004,43A,NA,2
27036,004,43A,16-17,10
27036,004,43A,18-29,188
27036,004,43A,30-49,444
27036,004,43A,50-64,309
27036,004,43A,65+,390
27036,004,43A,NA,2
27037,004,43A,16-17,14
27037,004,43A,18-29,319
27037,004,43A,30-49,812
27037,004,43A,50-64,736
27037,004,43A,65+,898
27037,004,43A,NA,2
27038,004,43A,18-29,80
27038,004,43A,30-49,450
27038,004,43A,50-64,26
27038,004,43A,65+,60
27039,004,43A,16-17,6
27039,004,43A,18-29,72
27039,004,43A,30-49,191
27039,004,43A,50-64,213
27039,004,43A,65+,191
27039,004,43A,NA,1
27040,004,41,16-17,44
27040,004,41,18-29,325
27040,004,41,30-49,1098
27040,004,41,50-64,794
27040,004,41,65+,1080
27041,004,43A,16-17,18
27041,004,43A,18-29,189
27041,004,43A,30-49,586
27041,004,43A,50-64,455
27041,004,43A,65+,489
27042,005,41,16-17,22
27042,005,41,18-29,289
27042,005,41,30-49,729
27042,005,41,50-64,589
27042,005,41,65+,940
27042,005,41,NA,1
27043,006,41,18-29,49
27043,006,41,30-49,222
27043,006,41,50-64,218
27043,006,41,65+,868
27044,006,41,16-17,16
27044,006,41,18-29,202
27044,006,41,30-49,594
27044,006,41,50-64,422
27044,006,41,65+,501
27044,006,41,NA,1
27045,006,41,16-17,26
27045,006,41,18-29,310
27045,006,41,30-49,852
27045,006,41,50-64,675
27045,006,41,65+,850
27046,014,41,16-17,9
27046,014,41,18-29,96
27046,014,41,30-49,353
27046,014,41,50-64,246
27046,014,41,65+,441
27046,014,41,NA,1
27047,007,41,16-17,4
27047,007,41,18-29,216
27047,007,41,30-49,890
27047,007,41,50-64,364
27047,007,41,65+,373
27048,006,41,16-17,6
27048,006,41,18-29,137
27048,006,41,30-49,346
27048,006,41,50-64,294
27048,006,41,65+,756
27049,005,41,16-17,38
27049,005,41,18-29,481
27049,005,41,30-49,1605
27049,005,41,50-64,960
27049,005,41,65+,1627
27049,005,41,NA,1
27050,005,41,16-17,16
27050,005,41,18-29,179
27050,005,41,30-49,597
27050,005,41,50-64,421
27050,005,41,65+,514
27050,005,41,NA,1
27051,005,41,18-29,6
27051,005,41,30-49,25
27051,005,41,50-64,51
27051,005,41,65+,520
27052,006,41,16-17,16
27052,006,41,18-29,483
27052,006,41,30-49,1085
27052,006,41,50-64,843
27052,006,41,65+,1167
27052,006,41,NA,5
27053,006,40,16-17,11
27053,006,40,18-29,324
27053,006,40,30-49,667
27053,006,40,50-64,593
27053,006,40,65+,669
27053,006,40,NA,5
27054,006,40,16-17,5
27054,006,40,18-29,150
27054,006,40,30-49,429
27054,006,40,50-64,311
27054,006,40,65+,402
27054,006,40,NA,7
27055,006,41,16-17,1
27055,006,41,18-29,78
27055,006,41,30-49,161
27055,006,41,50-64,143
27055,006,41,65+,166
27056,006,41,16-17,3
27056,006,41,18-29,171
27056,006,41,30-49,418
27056,006,41,50-64,384
27056,006,41,65+,431
27056,006,41,NA,3
27057,005,41,16-17,9
27057,005,41,18-29,307
27057,005,41,30-49,771
27057,005,41,50-64,709
27057,005,41,65+,1100
27057,005,41,NA,8
27058,006,41,16-17,3
27058,006,41,18-29,93
27058,006,41,30-49,272
27058,006,41,50-64,263
27058,006,41,65+,294
27058,006,41,NA,2
27059,005,41,16-17,1
27059,005,41,18-29,160
27059,005,41,30-49,347
27059,005,41,50-64,305
27059,005,41,65+,384
27060,005,41,16-17,15
27060,005,41,18-29,278
27060,005,41,30-49,574
27060,005,41,50-64,487
27060,005,41,65+,750
27060,005,41,NA,1
27061,005,41,16-17,2
27061,005,41,18-29,145
27061,005,41,30-49,286
27061,005,41,50-64,254
27061,005,41,65+,356
27061,005,41,NA,2
27062,005,41,16-17,13
27062,005,41,18-29,307
27062,005,41,30-49,737
27062,005,41,50-64,463
27062,005,41,65+,1449
27062,005,41,NA,3
27063,005,41,< 16,1
27063,005,41,16-17,18
27063,005,41,18-29,429
27063,005,41,30-49,747
27063,005,41,50-64,570
27063,005,41,65+,1128
27063,005,41,NA,2
27064,005,41,16-17,21
27064,005,41,18-29,510
27064,005,41,30-49,950
27064,005,41,50-64,498
27064,005,41,65+,617
27065,005,41,16-17,13
27065,005,41,18-29,775
27065,005,41,30-49,1510
27065,005,41,50-64,616
27065,005,41,65+,1968
27066,005,41,16-17,25
27066,005,41,18-29,576
27066,005,41,30-49,1052
27066,005,41,50-64,541
27066,005,41,65+,1370
27067,005,41,16-17,7
27067,005,41,18-29,426
27067,005,41,30-49,927
27067,005,41,50-64,574
27067,005,41,65+,1079
27067,005,41,NA,2
27069,014,41,16-17,3
27069,014,41,18-29,19
27069,014,41,30-49,55
27069,014,41,50-64,48
27069,014,41,65+,75
28001,005,41,16-17,7
28001,005,41,18-29,241
28001,005,41,30-49,488
28001,005,41,50-64,473
28001,005,41,65+,571
28001,005,41,NA,2
28002,005,41,16-17,6
28002,005,41,18-29,321
28002,005,41,30-49,707
28002,005,41,50-64,673
28002,005,41,65+,1338
28002,005,41,NA,1
28003,006,41,16-17,5
28003,006,41,18-29,53
28003,006,41,30-49,189
28003,006,41,50-64,165
28003,006,41,65+,227
28004,005,41,16-17,1
28004,005,41,18-29,118
28004,005,41,30-49,271
28004,005,41,50-64,237
28004,005,41,65+,343
28005,005,41,16-17,10
28005,005,41,18-29,295
28005,005,41,30-49,633
28005,005,41,50-64,506
28005,005,41,65+,766
28006,008,41,16-17,18
28006,008,41,18-29,450
28006,008,41,30-49,978
28006,008,41,50-64,740
28006,008,41,65+,1188
28007,008,41,16-17,6
28007,008,41,18-29,201
28007,008,41,30-49,420
28007,008,41,50-64,427
28007,008,41,65+,556
28007,008,41,NA,2
28008,008,41,16-17,6
28008,008,41,18-29,306
28008,008,41,30-49,652
28008,008,41,50-64,491
28008,008,41,65+,570
28008,008,41,NA,5
28009,008,41,16-17,8
28009,008,41,18-29,409
28009,008,41,30-49,946
28009,008,41,50-64,628
28009,008,41,65+,830
28009,008,41,NA,4
28010,008,41,16-17,11
28010,008,41,18-29,329
28010,008,41,30-49,752
28010,008,41,50-64,651
28010,008,41,65+,891
28010,008,41,NA,2
28011,008,41,16-17,4
28011,008,41,18-29,322
28011,008,41,30-49,735
28011,008,41,50-64,632
28011,008,41,65+,986
28011,008,41,NA,3
28012,008,41,16-17,4
28012,008,41,18-29,276
28012,008,41,30-49,640
28012,008,41,50-64,495
28012,008,41,65+,521
28013,008,41,16-17,8
28013,008,41,18-29,283
28013,008,41,30-49,546
28013,008,41,50-64,432
28013,008,41,65+,924
28013,008,41,NA,1
28014,008,41,16-17,3
28014,008,41,18-29,102
28014,008,41,30-49,216
28014,008,41,50-64,200
28014,008,41,65+,179
28015,008,41,16-17,9
28015,008,41,18-29,402
28015,008,41,30-49,911
28015,008,41,50-64,591
28015,008,41,65+,734
